,x,y,target,gmm_cluster,km_cluster
0,2.997326374053955,-8.623149871826172,1.0,0.0,0.0
1,10.369564056396484,10.532525062561035,1.0,1.0,6.0
2,10.94709587097168,9.355840682983398,1.0,1.0,6.0
3,-17.15199089050293,-2.014930009841919,0.0,6.0,4.0
4,8.417276382446289,11.172078132629395,1.0,1.0,0.0
5,6.67002010345459,-2.110661506652832,1.0,0.0,6.0
6,16.723636627197266,9.552545547485352,1.0,1.0,6.0
7,-6.000842094421387,13.369179725646973,0.0,7.0,2.0
8,11.183419227600098,-4.016671657562256,1.0,1.0,0.0
9,-14.51663875579834,3.5716609954833984,0.0,6.0,4.0
10,-8.48136043548584,-14.610980987548828,0.0,2.0,5.0
11,-0.6312621831893921,-9.392301559448242,1.0,0.0,6.0
12,18.580604553222656,7.183898448944092,1.0,1.0,0.0
13,-10.464000701904297,0.42588651180267334,1.0,5.0,7.0
14,-12.552806854248047,-9.273985862731934,1.0,4.0,1.0
15,18.04802894592285,9.329873085021973,1.0,1.0,0.0
16,15.201536178588867,1.8941744565963745,1.0,1.0,0.0
17,8.796207427978516,14.873388290405273,1.0,1.0,0.0
18,8.052348136901855,-2.3200597763061523,1.0,1.0,6.0
19,14.937151908874512,9.405517578125,1.0,1.0,6.0
20,16.84549331665039,4.038797378540039,1.0,1.0,6.0
21,-1.742786169052124,-10.120162010192871,1.0,0.0,6.0
22,-0.810218334197998,-10.399833679199219,1.0,0.0,6.0
23,-14.180139541625977,3.916851043701172,0.0,6.0,4.0
24,-6.167449951171875,5.728569507598877,1.0,3.0,3.0
25,-17.729578018188477,-4.40593147277832,0.0,4.0,5.0
26,-2.3047211170196533,16.384374618530273,0.0,7.0,2.0
27,-19.826160430908203,-10.557903289794922,0.0,4.0,1.0
28,2.3013384342193604,1.1992872953414917,1.0,0.0,0.0
29,4.9037885665893555,-0.04900208115577698,1.0,0.0,6.0
30,0.39412835240364075,-3.409438371658325,1.0,0.0,0.0
31,10.185934066772461,9.842904090881348,1.0,1.0,6.0
32,-7.986454010009766,-0.46292954683303833,0.0,5.0,7.0
33,16.093259811401367,9.263450622558594,1.0,1.0,6.0
34,14.673928260803223,6.017518997192383,1.0,1.0,6.0
35,-16.58403778076172,0.09905043989419937,0.0,6.0,4.0
36,1.7405948638916016,0.9960045218467712,1.0,0.0,0.0
37,-7.363846302032471,16.82942008972168,0.0,7.0,2.0
38,-3.597517251968384,-5.57370662689209,1.0,0.0,0.0
39,20.250320434570312,5.002302646636963,1.0,1.0,0.0
40,-18.85074806213379,-11.012706756591797,0.0,4.0,1.0
41,-1.5046437978744507,16.846277236938477,1.0,1.0,2.0
42,-4.343631267547607,-2.507185935974121,1.0,0.0,0.0
43,-9.051749229431152,-7.461698055267334,0.0,4.0,1.0
44,-19.93995475769043,-4.463386058807373,0.0,4.0,1.0
45,18.872705459594727,4.728747367858887,1.0,1.0,6.0
46,14.468269348144531,6.5110673904418945,1.0,1.0,6.0
47,10.583914756774902,-2.560849189758301,1.0,1.0,0.0
48,1.093064785003662,-6.6041107177734375,1.0,0.0,0.0
49,-10.368334770202637,-15.718059539794922,0.0,2.0,5.0
50,9.511265754699707,9.459656715393066,1.0,1.0,6.0
51,16.03982162475586,8.546284675598145,1.0,1.0,6.0
52,15.174186706542969,8.928977012634277,1.0,1.0,6.0
53,17.559154510498047,1.270546555519104,1.0,4.0,1.0
54,1.3795437812805176,4.505499839782715,1.0,1.0,0.0
55,-20.066600799560547,-2.9864673614501953,0.0,6.0,4.0
56,-9.89457893371582,7.976560592651367,0.0,3.0,3.0
57,15.218587875366211,6.352310657501221,1.0,1.0,6.0
58,-15.225974082946777,-7.683468818664551,0.0,4.0,1.0
59,-17.866331100463867,-7.029749393463135,0.0,4.0,1.0
60,-3.7945194244384766,-6.610990047454834,1.0,0.0,0.0
61,5.875196933746338,10.203841209411621,1.0,1.0,0.0
62,-3.802975654602051,-2.0062997341156006,1.0,0.0,1.0
63,16.708599090576172,5.417661190032959,1.0,1.0,0.0
64,1.3940424919128418,-3.438654899597168,1.0,0.0,0.0
65,-4.414782524108887,-10.560333251953125,1.0,0.0,1.0
66,-6.305479526519775,5.6956586837768555,1.0,3.0,3.0
67,-4.7242326736450195,-4.234321117401123,1.0,0.0,0.0
68,-10.103546142578125,-3.1291682720184326,0.0,5.0,7.0
69,-10.678035736083984,-14.99854850769043,0.0,2.0,1.0
70,-6.90856409072876,-14.543960571289062,0.0,2.0,5.0
71,3.149866819381714,7.891229629516602,1.0,1.0,6.0
72,-10.560929298400879,-1.2525548934936523,0.0,5.0,1.0
73,-7.562018394470215,-10.670417785644531,0.0,0.0,1.0
74,-7.237118721008301,-6.567349433898926,0.0,3.0,3.0
75,-4.579073429107666,-13.78363037109375,0.0,0.0,1.0
76,0.11731251329183578,0.6502540111541748,1.0,0.0,0.0
77,-11.709334373474121,-13.075739860534668,0.0,2.0,5.0
78,-11.560275077819824,4.169732570648193,0.0,6.0,4.0
79,6.922597885131836,-10.650162696838379,1.0,0.0,6.0
80,-18.374496459960938,-7.898370265960693,0.0,4.0,1.0
81,-11.720088958740234,-14.36839771270752,0.0,2.0,5.0
82,-10.163769721984863,-1.8623420000076294,0.0,5.0,7.0
83,-0.6312623023986816,-9.392301559448242,1.0,0.0,6.0
84,-8.873538970947266,-6.34665060043335,0.0,0.0,1.0
85,5.440484046936035,3.8468105792999268,1.0,1.0,6.0
86,14.912774085998535,5.978504180908203,1.0,1.0,6.0
87,9.638538360595703,-10.97691822052002,1.0,0.0,0.0
88,10.081010818481445,8.831554412841797,1.0,1.0,6.0
89,6.965847969055176,-12.214540481567383,1.0,0.0,6.0
90,4.904874801635742,13.466808319091797,1.0,1.0,6.0
91,-10.22427749633789,12.966765403747559,1.0,0.0,1.0
92,-12.877848625183105,-12.259716987609863,0.0,2.0,5.0
93,5.262912273406982,9.185501098632812,1.0,1.0,0.0
94,2.6293394565582275,-4.22622013092041,1.0,0.0,6.0
95,6.572358131408691,10.311834335327148,1.0,1.0,0.0
96,16.11119270324707,2.9310874938964844,1.0,1.0,6.0
97,-8.827571868896484,7.762959957122803,0.0,3.0,3.0
98,0.2447056621313095,-11.048384666442871,1.0,0.0,6.0
99,-8.845333099365234,-0.6777800917625427,0.0,5.0,7.0
100,-13.632389068603516,4.7689948081970215,0.0,6.0,4.0
101,-11.996299743652344,-13.449249267578125,0.0,2.0,5.0
102,-7.230134010314941,18.267898559570312,0.0,7.0,2.0
103,-11.959129333496094,5.527169704437256,0.0,6.0,4.0
104,-3.5064094066619873,15.325002670288086,0.0,7.0,2.0
105,-8.834967613220215,1.7900080680847168,0.0,5.0,7.0
106,-7.365700721740723,14.044553756713867,0.0,7.0,2.0
107,9.65954303741455,10.243064880371094,1.0,1.0,6.0
108,7.960083961486816,-10.987510681152344,1.0,0.0,6.0
109,0.9181057214736938,1.3956538438796997,1.0,0.0,0.0
110,-14.02966022491455,-8.178215026855469,0.0,4.0,1.0
111,-18.04009437561035,-5.490882396697998,0.0,4.0,1.0
112,8.805660247802734,14.797208786010742,1.0,1.0,0.0
113,15.074461936950684,9.920127868652344,1.0,1.0,6.0
114,10.23137378692627,-8.850242614746094,1.0,0.0,6.0
115,14.620593070983887,6.7148637771606445,1.0,1.0,6.0
116,15.60964298248291,8.788208961486816,1.0,1.0,6.0
117,-19.963943481445312,-7.120548725128174,0.0,4.0,1.0
118,1.4583989381790161,-9.181225776672363,1.0,0.0,0.0
119,-17.432083129882812,-9.247723579406738,0.0,4.0,1.0
