,x,y,target,gmm_cluster,km_cluster
0,8.521042823791504,-8.746670722961426,1.0,0.0,0.0
1,10.233397483825684,-10.410638809204102,1.0,0.0,0.0
2,11.93120288848877,-9.129034042358398,1.0,0.0,0.0
3,-11.837957382202148,9.210844993591309,0.0,2.0,3.0
4,11.468439102172852,-9.781779289245605,1.0,0.0,0.0
5,4.888092517852783,-6.913814067840576,1.0,0.0,0.0
6,12.307275772094727,4.916506290435791,1.0,0.0,0.0
7,-4.324828624725342,10.444211959838867,0.0,3.0,1.0
8,6.826999664306641,3.470863103866577,1.0,0.0,4.0
9,-12.729035377502441,14.10673713684082,0.0,1.0,6.0
10,-16.965518951416016,9.464498519897461,0.0,1.0,6.0
11,3.613831043243408,-5.616230010986328,1.0,0.0,0.0
12,10.19566535949707,-6.642900466918945,1.0,0.0,4.0
13,-6.033152103424072,-10.026680946350098,1.0,0.0,2.0
14,-0.5079894065856934,0.08441630005836487,1.0,0.0,1.0
15,9.763313293457031,6.129406452178955,1.0,0.0,0.0
16,4.8860764503479,2.2962920665740967,1.0,0.0,4.0
17,-5.282994747161865,-10.970916748046875,1.0,0.0,4.0
18,11.292932510375977,-9.905891418457031,1.0,0.0,0.0
19,10.637152671813965,5.922358512878418,1.0,0.0,0.0
20,15.396225929260254,2.6720409393310547,1.0,0.0,0.0
21,0.7156984210014343,-9.386412620544434,1.0,0.0,0.0
22,-1.1100711822509766,-14.4845609664917,1.0,0.0,0.0
23,-14.319584846496582,15.175447463989258,0.0,1.0,5.0
24,-2.144761800765991,-15.86681842803955,1.0,0.0,0.0
25,-13.165382385253906,10.33656120300293,0.0,2.0,6.0
26,-7.82828426361084,5.088283538818359,0.0,3.0,1.0
27,-7.310481548309326,3.604658603668213,0.0,3.0,1.0
28,-1.1041204929351807,-16.426475524902344,1.0,0.0,0.0
29,-1.3144420385360718,-13.91844654083252,1.0,0.0,0.0
30,10.390504837036133,3.861234664916992,1.0,0.0,0.0
31,11.166642189025879,-9.16325855255127,1.0,0.0,0.0
32,-6.901368618011475,5.285693645477295,0.0,3.0,1.0
33,11.687163352966309,3.9970264434814453,1.0,0.0,0.0
34,11.45168685913086,3.8898847103118896,1.0,0.0,0.0
35,-13.045602798461914,11.960100173950195,0.0,2.0,6.0
36,0.7155386805534363,-9.386375427246094,1.0,0.0,0.0
37,-12.456849098205566,14.766301155090332,0.0,1.0,6.0
38,-2.033156633377075,-14.321910858154297,1.0,0.0,0.0
39,2.986036777496338,-15.65172290802002,1.0,0.0,4.0
40,-7.0047688484191895,5.3115034103393555,0.0,3.0,1.0
41,6.889025688171387,4.422045707702637,1.0,0.0,4.0
42,-5.561181545257568,-11.307753562927246,1.0,0.0,4.0
43,-13.571769714355469,6.781215667724609,0.0,2.0,5.0
44,-9.450224876403809,5.51914119720459,0.0,3.0,1.0
45,8.950756072998047,-15.792837142944336,1.0,0.0,0.0
46,10.981221199035645,5.176694393157959,1.0,0.0,0.0
47,3.567413091659546,0.9390609860420227,1.0,0.0,4.0
48,2.428940773010254,1.1867985725402832,1.0,0.0,4.0
49,-17.556459426879883,10.239679336547852,0.0,1.0,5.0
50,12.239320755004883,-9.941195487976074,1.0,0.0,0.0
51,11.296255111694336,4.508419036865234,1.0,0.0,0.0
52,11.787507057189941,4.620404243469238,1.0,0.0,0.0
53,10.002954483032227,1.0087536573410034,1.0,0.0,4.0
54,3.502000570297241,-17.179718017578125,1.0,0.0,0.0
55,-10.217082023620605,9.814291954040527,0.0,2.0,1.0
56,-16.09186553955078,11.77866268157959,0.0,1.0,6.0
57,10.156681060791016,6.499898910522461,1.0,0.0,0.0
58,-13.10963249206543,8.923360824584961,0.0,2.0,3.0
59,-9.670798301696777,7.149873733520508,0.0,2.0,1.0
60,-2.3252623081207275,-15.555981636047363,1.0,0.0,0.0
61,7.370628356933594,-7.821730613708496,1.0,0.0,4.0
62,14.219246864318848,-6.9033355712890625,1.0,0.0,0.0
63,11.327666282653809,4.82550048828125,1.0,0.0,0.0
64,12.188211441040039,5.110342025756836,1.0,0.0,0.0
65,2.162813425064087,-3.2326395511627197,1.0,0.0,2.0
66,-3.7867493629455566,-11.578248977661133,1.0,0.0,4.0
67,2.4942731857299805,-0.6541670560836792,1.0,0.0,2.0
68,-5.873413562774658,7.206863880157471,0.0,3.0,2.0
69,-2.733398675918579,2.7301175594329834,0.0,3.0,5.0
70,-12.31757926940918,13.722660064697266,0.0,1.0,6.0
71,1.6817622184753418,-7.4873175621032715,1.0,0.0,0.0
72,-6.605684280395508,8.633203506469727,0.0,3.0,2.0
73,1.2134588956832886,3.2147598266601562,0.0,3.0,2.0
74,-4.698951721191406,5.735386848449707,0.0,3.0,2.0
75,-0.9355746507644653,4.348254203796387,0.0,3.0,2.0
76,1.6737791299819946,-10.081694602966309,1.0,0.0,0.0
77,-15.800329208374023,9.289950370788574,0.0,2.0,5.0
78,-13.853706359863281,12.386432647705078,0.0,1.0,6.0
79,7.05625581741333,0.44644877314567566,1.0,0.0,0.0
80,-11.890085220336914,8.972565650939941,0.0,2.0,3.0
81,-16.63667106628418,9.723138809204102,0.0,1.0,5.0
82,-6.189566612243652,5.5673933029174805,0.0,3.0,1.0
83,3.613797664642334,-5.616725444793701,1.0,0.0,0.0
84,-2.786414623260498,4.934377670288086,0.0,3.0,2.0
85,-1.7558643817901611,-15.170226097106934,1.0,0.0,0.0
86,11.768745422363281,6.342060565948486,1.0,0.0,0.0
87,7.984339714050293,4.601863861083984,1.0,0.0,4.0
88,12.367032051086426,-9.47126579284668,1.0,0.0,0.0
89,10.540456771850586,6.692536354064941,1.0,0.0,0.0
90,14.219246864318848,-6.903336048126221,1.0,0.0,0.0
91,5.913331508636475,-11.318954467773438,1.0,0.0,2.0
92,-15.347341537475586,10.444144248962402,0.0,2.0,3.0
93,6.16424560546875,-6.16243314743042,1.0,0.0,0.0
94,8.950756072998047,-15.792837142944336,1.0,0.0,0.0
95,5.1478962898254395,-0.6847758293151855,1.0,0.0,0.0
96,15.396225929260254,2.6720409393310547,1.0,0.0,0.0
97,-14.95083236694336,13.77895736694336,0.0,1.0,6.0
98,0.7155386805534363,-9.386375427246094,1.0,0.0,0.0
99,-6.2100934982299805,6.518277168273926,0.0,3.0,2.0
100,-15.409998893737793,14.135396003723145,0.0,1.0,5.0
101,-15.50022029876709,10.297109603881836,0.0,2.0,3.0
102,-14.49992561340332,14.367476463317871,0.0,1.0,6.0
103,-13.61058521270752,7.524871349334717,0.0,2.0,5.0
104,-10.236650466918945,12.916741371154785,0.0,1.0,6.0
105,-7.920108795166016,9.746377944946289,0.0,1.0,2.0
106,-3.9055697917938232,7.4308295249938965,0.0,3.0,2.0
107,10.917476654052734,-9.214646339416504,1.0,0.0,0.0
108,12.120159149169922,5.846628189086914,1.0,0.0,0.0
109,-1.9730894565582275,-16.072317123413086,1.0,0.0,0.0
110,-3.3270819187164307,2.4557111263275146,0.0,3.0,5.0
111,-12.593770027160645,10.502882957458496,0.0,2.0,3.0
112,-5.141397476196289,-11.327095985412598,1.0,0.0,4.0
113,12.289259910583496,5.588598251342773,1.0,0.0,0.0
114,12.114825248718262,4.410267353057861,1.0,0.0,0.0
115,10.654860496520996,5.41575813293457,1.0,0.0,0.0
116,9.977408409118652,5.404737949371338,1.0,0.0,0.0
117,-10.740100860595703,7.316375732421875,0.0,2.0,3.0
118,6.164245128631592,-6.162433624267578,1.0,0.0,0.0
119,-8.72142219543457,6.588702201843262,0.0,3.0,1.0
120,-15.017415046691895,14.341136932373047,0.0,1.0,5.0
121,12.046380043029785,-10.866204261779785,1.0,0.0,0.0
122,11.401535034179688,-9.039569854736328,1.0,0.0,0.0
123,5.895477294921875,-11.311882019042969,1.0,0.0,2.0
124,1.9467159509658813,-8.089801788330078,1.0,0.0,0.0
125,-14.201004028320312,13.856266021728516,0.0,1.0,6.0
126,-5.7050089836120605,6.409461975097656,0.0,3.0,2.0
127,10.96025562286377,-10.428696632385254,1.0,0.0,0.0
128,-0.6108860373497009,-13.971590042114258,1.0,0.0,0.0
129,3.502000570297241,-17.179718017578125,1.0,0.0,0.0
130,0.4758011996746063,1.5030443668365479,0.0,0.0,2.0
131,-14.361005783081055,8.75040340423584,0.0,2.0,3.0
132,-16.316356658935547,8.144312858581543,1.0,2.0,5.0
133,11.787993431091309,-11.464773178100586,1.0,0.0,0.0
134,-0.628716766834259,-14.704595565795898,1.0,0.0,0.0
135,-13.104952812194824,10.813985824584961,0.0,2.0,3.0
136,10.749098777770996,3.846006155014038,1.0,0.0,0.0
137,-8.105978012084961,8.937773704528809,0.0,3.0,1.0
138,11.243363380432129,-10.79120922088623,1.0,0.0,0.0
139,-9.72170639038086,7.516001224517822,0.0,3.0,1.0
140,13.559674263000488,-11.86252212524414,1.0,0.0,4.0
141,-5.7543206214904785,5.004454612731934,0.0,3.0,2.0
142,-12.04296588897705,14.747564315795898,0.0,1.0,6.0
143,-5.283345699310303,-10.97091007232666,1.0,0.0,4.0
144,8.950756072998047,-15.792837142944336,1.0,0.0,0.0
145,10.093994140625,4.087732315063477,1.0,0.0,0.0
146,-1.5330514907836914,-13.900321006774902,1.0,0.0,0.0
147,0.07712675631046295,-15.005702018737793,1.0,0.0,0.0
148,-1.3139138221740723,-14.615696907043457,1.0,0.0,0.0
149,6.238016128540039,-4.830314636230469,1.0,0.0,4.0
150,-7.911595821380615,7.033371448516846,0.0,3.0,1.0
151,-8.078656196594238,5.9724836349487305,0.0,3.0,1.0
152,-16.780954360961914,14.610664367675781,0.0,1.0,5.0
153,-6.044268608093262,8.657591819763184,0.0,3.0,2.0
154,-16.34475326538086,8.2321138381958,0.0,2.0,6.0
155,-14.394793510437012,12.935839653015137,0.0,1.0,6.0
156,-5.133852005004883,7.701890468597412,0.0,3.0,2.0
157,1.6810425519943237,-7.487795829772949,1.0,0.0,0.0
158,11.418355941772461,-11.536429405212402,1.0,0.0,0.0
159,-0.09880825877189636,1.7088923454284668,0.0,3.0,2.0
160,0.009237213991582394,-14.660728454589844,1.0,0.0,0.0
161,10.893340110778809,-11.265802383422852,1.0,0.0,0.0
162,4.888254642486572,-6.914129734039307,1.0,0.0,0.0
163,10.475250244140625,-9.524301528930664,1.0,0.0,0.0
164,-0.9347527623176575,-13.827553749084473,1.0,0.0,0.0
165,-5.46040678024292,6.059712886810303,0.0,3.0,2.0
166,-14.551922798156738,12.880188941955566,0.0,1.0,6.0
167,11.02599811553955,3.794177770614624,1.0,0.0,0.0
168,-0.3976407051086426,-15.146978378295898,1.0,0.0,0.0
169,3.178617000579834,-5.060498237609863,1.0,0.0,0.0
170,11.518217086791992,-10.966785430908203,1.0,0.0,0.0
171,14.259331703186035,-5.188633441925049,1.0,0.0,2.0
172,-3.5249485969543457,-13.342315673828125,1.0,0.0,4.0
173,-12.22702407836914,8.244285583496094,0.0,2.0,3.0
174,-12.456467628479004,14.768221855163574,0.0,1.0,6.0
175,-9.704977035522461,5.342151641845703,0.0,3.0,1.0
176,11.041815757751465,-11.529789924621582,1.0,0.0,0.0
177,15.396225929260254,2.6720409393310547,1.0,0.0,0.0
178,15.396225929260254,2.6720409393310547,1.0,0.0,0.0
179,-12.109787940979004,8.71401309967041,0.0,2.0,3.0
180,10.67035961151123,6.323319435119629,1.0,0.0,0.0
181,12.405686378479004,-11.156264305114746,1.0,0.0,0.0
182,-6.628235816955566,8.22615909576416,0.0,3.0,1.0
183,-11.995504379272461,11.735371589660645,0.0,2.0,6.0
